title,price,stock,model,description,FirmCode,Número de Cuerdas,Guitarra Serie,Forma de Cuerpo,Material Cuerpo,Origen,Acabado de Cuerpo,Material Mastil,Frets Size,Material Diapason,Escala,Numero de Trastes,Radio Diapason,Forma de Mastil,Pastilla Mastil,Pastilla Puente,Código de barras,Estuche ó Funda,Ajuste de pastillas,Acabado Mastil,Pastilla Media,scale,radius
"Jackson X Series Dinky DK3XR HSS, Cobalt Blue, Guitarra Eléctrica",12627.0,Disponible,2910022565,La  Jackson® X Series Dinky ™ DK3XR HSS  ofrece la mejor experiencia de interpretación con funciones y citas para el músico consciente de los precios. El  DK3XR HSS  presenta un cuerpo de álamo con talón cortado por triturador esculpido para un acceso rápido a los trastes superiores y un mástil de,Jackson,6.0,X Series,Dinky,Poplar,Indonesia,Gloss,Maple,Jumbo,Laurel,"25.5"" (648 mm)",24.0,"12"" to 16"" Compound Radius (304.8 mm to 406.4 mm)",,Jackson Single-Coil,Jackson High-Output Humbucking,885978752522.0,,HSS,Satin,Jackson Single-Coil,648.0,304.8
"Jackson X Series Dky DK3XR HSS, Neon Pink, Guitarra Eléctrica",14030.0,Disponible,2910022519,"La DK3XR HSS presenta un cuerpo de nyatoh con talón de corte de trituradora esculpido para un acceso rápido a los trastes superiores y un mástil de arce atornillado con acabado satinado en la parte posterior para reducir la fatiga al tocar, así como un refuerzo de grafito y junta de bufanda para",Jackson,6.0,X Series,Dinky,Nyatoh,Indonesia,Gloss,Maple,Jumbo,Laurel,"25.5"" (648 mm)",24.0,"12"" to 16"" Compound Radius (304.8 mm to 406.4 mm)",,Jackson Single-Coil,Jackson High-Output Humbucking,885978752393.0,,HSS,Satin,Jackson Single-Coil,648.0,304.8
"Jackson X Series Dinky DK3XR HSS, Gloss Black, Guitarra Eléctrica",14030.0,Disponible,2910022503,DISPONIBLE EN MARZO DE 2021 La  Jackson® X Series Dinky ™ DK3XR HSS  brinda la mejor experiencia de interpretación con características y citas para el músico consciente de los precios. La  DK3XR HSS  presenta un cuerpo de álamo con talón cortado por trituradora esculpido para un acceso rápido a los,Jackson,6.0,X Series,Dinky,Poplar,Indonesia,Gloss,Maple,Jumbo,Laurel,"25.5"" (648 mm)",24.0,"12"" to 16"" Compound Radius (304.8 mm to 406.4 mm)",,Jackson Single-Coil,Jackson High-Output Humbucking,885978752379.0,NO INCLUYE,HSS,Satin,Jackson Single-Coil,648.0,304.8
"Gretsch G2655T Streamliner Center Block JR. con Bigsby, Imperial Stain, Guitarra Eléctrica",11349.0,Disponible,2806400579,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Streamliner,Streamliner Center Block Jr.,Laminated Maple,Indonesia,Gloss,Nato,Medium Jumbo,Laurel,"24.75"" (629 mm)",22.0,"12"" (305 mm)","Thin ""U""",Broad'Tron BT-2S,Broad'Tron BT-2S,885978066780.0,NO INCLUYE,HH,Gloss Urethane,,629.0,305.0
"Gretsch G2622T Streamliner Center Block con Bigsby, Torino Green, Guitarra Eléctrica",11349.0,Disponible,2806100580,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Streamliner,Streamliner Center Block,Laminated Maple,Indonesia,Gloss,Nato,Medium Jumbo,Laurel,"24.75"" (629 mm)",22.0,"12"" (305 mm)","Thin ""U""",Broad'Tron BT-2S,Broad'Tron BT-2S,885978066704.0,NO INCLUYE,HH,Gloss,,629.0,305.0
"Gretsch G2622T Streamliner Center Block con Bigsby, Gunmetal, Guitarra Eléctrica",11349.0,Disponible,2806100568,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Gretsch Streamliner Collection,Streamliner Center Block,Laminated Maple,Indonesia,Gloss,Nato,Medium Jumbo,Laurel,"24.75"" (629 mm)",22.0,"12"" (305 mm)","Thin ""U""",Broad'Tron BT-2S,Broad'Tron BT-2S,885978066698.0,NO INCLUYE,HH,Gloss,,629.0,305.0
"Gretsch G5220 Electromatic Jet BT Single-Cut con V-Stoptail, Casino Gold, Guitarra Eléctrica",10840.0,Disponible,2517110579,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Black Walnut,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,885978906734.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss Urethane,,625.0,305.0
"Gretsch G5220 Electromatic Jet BT Single-Cut con V-Stoptail, Negro, Guitarra Eléctrica",11517.5,Disponible,2517110506,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Black Walnut,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,885978906697.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss Urethane,,625.0,305.0
"Gretsch G5700 Electromatic Lap Steel, Broadway Jade, Guitarra Eléctrica",10818.0,Disponible,2515902548,"La Gretsch® G5700 Electromatic® Lap Steel produce los tonos inconfundiblemente ricos de una guitarra eléctrica hawaiana. Elegante y suave, cuenta con un cuerpo de losa de caoba maciza, escala de 22.5 ""de longitud, diapasón de plástico de 28 trastes con marcadores de posición de círculo, triángulo,",Gretsch,6.0,Electromatic Collection,Lap Steel,Mahogany,China,Gloss,,Medium Jumbo,Plastic,"22.5"" (572 mm)",28.0,Flat,,,Single-Coil,717669554460.0,,S,Gloss,,572.0,
"Gretsch G5700 Electromatic Lap Steel, Tahiti Red, Guitarra Eléctrica",10818.0,Disponible,2515902540,"La Gretsch® G5700 Electromatic® Lap Steel produce los tonos inconfundiblemente ricos de una guitarra eléctrica hawaiana. Elegante y suave, cuenta con un cuerpo de losa de caoba maciza, escala de 22.5 ""de longitud, diapasón de plástico de 28 trastes con marcadores de posición de círculo, triángulo,",Gretsch,6.0,Electromatic Collection,Lap Steel,Mahogany,China,Gloss,,Medium Jumbo,Plastic,"22.5"" (572 mm)",28.0,Flat,,,Single-Coil,717669554453.0,,S,Gloss,,572.0,
"Gretsch G5700 Electromatic Lap Steel, Vtage White, Guitarra Eléctrica",10818.0,Disponible,2515902505,"La Gretsch® G5700 Electromatic® Lap Steel produce los tonos inconfundiblemente ricos de una guitarra eléctrica hawaiana. Elegante y suave, cuenta con un cuerpo de losa de caoba maciza, escala de 22.5 ""de longitud, diapasón de plástico de 28 trastes con marcadores de posición de círculo, triángulo,",Gretsch,6.0,Electromatic Collection,Lap Steel,Mahogany,China,Gloss,,Medium Jumbo,Plastic,"22.5"" (572 mm)",28.0,Flat,,,Single-Coil,717669554484.0,,S,Gloss,,572.0,
"Gretsch G5622 Electromatic Center Block Double-Cut, Bristol Fog, Guitarra Eléctrica",14211.0,Disponible,2508300526,"Vivas y ruidosas, las guitarras Electromatic® Center Block están diseñadas para ese sonido Gretsch puro y potente a alto volumen. El  G5622 Electromatic® Center Block Double-Cut con V-Stoptail  cuenta con un cuerpo de arce de doble corte con un bloque central de pícea con cámara para una resonancia",Gretsch,6.0,Electromatic Collection,Center Block,Laminated Maple,China,Gloss,Maple,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,885978749249.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss,,625.0,305.0
"Gretsch G5622T Electromatic Center Block Double-Cut con Bigsby, Orange Stain, Guitarra Eléctrica",16137.0,Disponible,2508200512,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Center Block,Laminated Maple,China,Gloss,Maple,Medium Jumbo,Laurel,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Broad'Tron,Black Top Broad’Tron,11.0,NO INCLUYE,Broad'Tron / Broad'Tron,Gloss,,625.0,305.0
"Gretsch G5230T Electromatic Jet FT Single-Cut con Bigsby, Negro, Guitarra Eléctrica",15019.5,Disponible,2507210506,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Black Walnut,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Thin ""U""",Black Top Filter'Tron,Black Top Filter'Tron,885978906765.0,NO INCLUYE,Filter'Tron™ / Filter'Tron™,Gloss Urethane,,625.0,305.0
"Gretsch G5260T Electromatic Jet Baritone con Bigsby, Negro, Guitarra Eléctrica",15237.0,Disponible,2506001506,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Electromatic Collection,Jet,Mahogany,China,Gloss,Maple,Medium Jumbo,Laurel,"29.75"" (756 mm)",22.0,"12"" (305 mm)","Thin ""U""",Gretsch Mini Humbucking,Gretsch Mini Humbucking,885978415892.0,NO INCLUYE,Gretsch Mini Humbucker / Gretsch Mini Humbucker,Gloss,,756.0,305.0
"Gretsch G6199 Billy-Bo, ""G"" Cutout Tailpiece, TV Jones, Firebird Red, Guitarra Eléctrica",83130.0,Disponible,2410508815,"""Hace algún tiempo, Bo me regaló la guitarra. Fue durante las recientes grabaciones de ZZ Top, cuando el equipo de ingeniería y yo serpenteamos a través de la bóveda de guitarra en busca de esa guitarra de cierto modo, ¡y ahí estaba! No nos arriesgamos a someter un instrumento tan raro a los rigores",Gretsch,6.0,Professional Collection,Billy-Bo,Laminated Maple,Japón,Gloss Urethane,Mahogany,Vintage Small,Rosewood,"24.6"" (625 mm)",22.0,"12"" (305 mm)",,TV Jones Power'Tron,TV Jones Power'Tron Plus,717669302993.0,,Filter'Tron™ / Filter'Tron™,Gloss Urethane,,625.0,305.0
"Gretsch G6129T-59 Vintage Select ’59 Silver Jet with Bigsby, Silver Sparkle, Guitarra Eléctrica",69651.0,Disponible,2401812817,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Professional Collection,Jet,Mahogany,Japón,Gloss Urethane,Mahogany,Medium Jumbo,Ebony,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Vintage ""V""",TV Jones Filter'Tron Classic,TV Jones Filter'Tron Classic,885978770298.0,,TV Jones® / TV Jones®,Gloss Urethane,,625.0,305.0
"Gretsch G6136T-59 Vtage Select Edition '59 Falcon, TV Jones, Vtage White, Guitarra Eléctrica",103309.99,Disponible,2401513805,"Una interpretación sofisticada de la obra maestra original, la G6136T-59 Vintage Select Edition '59 FalconTM Hollow Body con Bigsby® combina características precisas de la época y citas de la edad de oro de las guitarras eléctricas. Satisfacendo los ojos y oídos con sus tonos dorados y sus miradas",Gretsch,6.0,Professional Collection,Falcon,Laminated Maple,Japón,Gloss Nitrocellulose Lacquer,Maple,Medium Jumbo,Ebony,"25.5"" (648 mm)",22.0,"12"" (305 mm)","Standard ""U""",TV Jones Filter'Tron Classic,TV Jones Filter'Tron Classic,885978663651.0,,Filter'Tron™ / Filter'Tron™,Gloss Nitrocellulose Lacquer,,648.0,305.0
"Gretsch G6120TG Players Edition Nashville Hollow Body, Azure Metallic, Guitarra Eléctrica",67090.0,Disponible,2401398851,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Professional Collection,Nashville / G6120,Laminated Maple,Japón,Gloss,Maple,Medium Jumbo,Ebony,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Standard ""U""",FT-67 Filter’Tron,FT-67 Filter’Tron,885978882731.0,,Filter'Tron™ / Filter'Tron™,Gloss,,625.0,305.0
"Gretsch G6122TG Players Edition Country Gentleman Hollow Body  Walnut Stain, Guitarra Eléctrica",79990.0,Disponible,2401248892,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Professional Collection,Country Gentleman,Laminated Maple,Japón,Gloss,Maple,Medium Jumbo,Ebony,"25.5"" (648 mm)",22.0,"12"" (305 mm)","Standard ""U""",FT-67 Filter’Tron,FT-67 Filter’Tron,885978882649.0,,Filter'Tron™ / Filter'Tron™,Gloss,,648.0,305.0
"Fender Player, Stratocaster con Floyd Rose, Polar White, Guitarra Eléctrica",19701.0,Disponible,1149402515,"El sonido inspirador de una Stratocaster es uno de los fundamentos de Fender. Con este sonido clásico de agudos campanilleantes, medios pronunciados y bajos robustos, combinados con una articulación cristalina, la Player Stratocaster Floyd Rose HSS está repleta de auténtico estilo y sensación",Fender,6.0,Player,Stratocaster,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Maple,"25.5"" (648 mm)",22.0,"12"" (305 mm)","Modern ""C""",Alnico 5 Strat Single-Coil,Alnico 2 Humbucking,885978926527.0,NO INCLUYE,HSS,"Satin Urethane Finish on Back, Gloss Urethane Finish on Front",Alnico 5 Strat Single-Coil,648.0,305.0
"Squier 40th Anniversary, Jazzmaster, Vitage Edition, Sat Seafoam Green, Guitarra Eléctrica",14360.0,Disponible,0379520549,"Los primeros instrumentos que llevaron el nombre de Squier se introdujeron en 1982, respondiendo a la demanda de diseños genuinos de Fender® a precios accesibles. La colección Squier 40th Anniversary celebra el viaje de 40 años de la marca de nivel de entrada de Fender con ediciones especiales de",Squier,6.0,40th Anniversary,Jazzmaster,Poplar,Indonesia,Satin Urethane,Maple,Narrow Tall,Maple,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978972098.0,,SS,Tinted Satin Urethane,Fender Designed Alnico Single-Coil,648.0,241.0
"Squier 40th Anniversary, Stratocaster, Vitage Ed, Sat Wide 2-Color Sunburst, Guitarra Eléctrica",14360.0,Disponible,0379511503,"Los primeros instrumentos que llevaron el nombre de Squier se introdujeron en 1982, respondiendo a la demanda de diseños genuinos de Fender® a precios accesibles. La colección Squier 40th Anniversary celebra el viaje de 40 años de la marca de nivel de entrada de Fender con ediciones especiales de",Squier,6.0,40th Anniversary,Stratocaster,Nyatoh,Indonesia,Satin Urethane,Maple,Narrow Tall,Maple,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978972005.0,,SSS,Tinted Satin Urethane,Fender Designed Alnico Single-Coil,648.0,241.0
"Squier 40th Anniversary, Stratocaster, Vitage Edition, Sat Sonic Blue, Guitarra Eléctrica",14360.0,Disponible,0379510572,"Los primeros instrumentos que llevaron el nombre de Squier se introdujeron en 1982, respondiendo a la demanda de diseños genuinos de Fender® a precios accesibles. La colección Squier 40th Anniversary celebra el viaje de 40 años de la marca de nivel de entrada de Fender con ediciones especiales de",Squier,6.0,40th Anniversary,Stratocaster,Nyatoh,Indonesia,Satin Urethane,Maple,Narrow Tall,Maple,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978972029.0,,SSS,Tinted Satin Urethane,Fender Designed Alnico Single-Coil,648.0,241.0
"Squier 40th Anniversary, Stratocaster, Vitage Edition, Sat Seafoam Green, Guitarra Eléctrica",14360.0,Disponible,0379510549,"Los primeros instrumentos que llevaron el nombre de Squier se introdujeron en 1982, respondiendo a la demanda de diseños genuinos de Fender® a precios accesibles. La colección Squier 40th Anniversary celebra el viaje de 40 años de la marca de nivel de entrada de Fender con ediciones especiales de",Squier,6.0,40th Anniversary,Stratocaster,Nyatoh,Indonesia,Satin Urethane,Maple,Narrow Tall,Maple,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978972050.0,,SSS,Tinted Satin Urethane,Fender Designed Alnico Single-Coil,648.0,241.0
"Squier 40th Anniversary, Telecaster, Vitage Edition, Sat Dakota Red, Guitarra Eléctrica",14360.0,Disponible,0379501554,"Los primeros instrumentos que llevaron el nombre de Squier se introdujeron en 1982, respondiendo a la demanda de diseños genuinos de Fender® a precios accesibles. La colección Squier 40th Anniversary celebra el viaje de 40 años de la marca de nivel de entrada de Fender con ediciones especiales de",Squier,6.0,40th Anniversary,Telecaster,Nyatoh,Indonesia,Satin Urethane,Maple,Narrow Tall,Maple,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender® Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978971985.0,,SS,Tinted Satin Urethane,Fender Designed Alnico Single-Coil,648.0,241.0
"Squier 40th Anniversary, Telecaster, Vitage Edition, Sat Mocha, Guitarra Eléctrica",14360.0,Disponible,0379501529,"Los primeros instrumentos que llevaron el nombre de Squier se introdujeron en 1982, respondiendo a la demanda de diseños genuinos de Fender® a precios accesibles. La colección Squier 40th Anniversary celebra el viaje de 40 años de la marca de nivel de entrada de Fender con ediciones especiales de",Squier,6.0,40th Anniversary,Telecaster,Nyatoh,Indonesia,Satin Urethane,Maple,Narrow Tall,Maple,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978971992.0,,SS,Tinted Satin Urethane,Fender Designed Alnico Single-Coil,648.0,241.0
"Squier 40th Anniversary, Stratocaster, Gold Edition, Sienna Sunburst, Guitarra Eléctrica",14360.0,Disponible,0379410547,"Los primeros instrumentos que llevaron el nombre de Squier se introdujeron en 1982, respondiendo a la demanda de diseños genuinos de Fender® a precios accesibles. La colección Squier 40th Anniversary celebra el viaje de 40 años de la marca de nivel de entrada de Fender con ediciones especiales de",Squier,6.0,40th Anniversary,Stratocaster,Nyatoh,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Indian Laurel,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978971831.0,,SSS,Gloss Urethane,Fender Designed Alnico Single-Coil,648.0,241.0
"Squier FSR Affinity Series Stratocaster,Olympic White, Guitarra Eléctrica",8020.0,Disponible,0378000505,"Una excelente puerta de entrada a la tradicional familia Fender®, la Stratocaster® Squier® Affinity Series™ ofrece un diseño legendario y un tono por excelencia para el aspirante a héroe de la guitarra de hoy. Esta Strat® presenta varios refinamientos amigables para el jugador, como un cuerpo",Squier,6.0,Affinity Series,Stratocaster,Poplar,China,Gloss Polyurethane,Maple,Medium Jumbo,Indian Laurel,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Ceramic Single-Coil,Ceramic Single-Coil,885978833849.0,,SSS,Satin Urethane with Gloss Urethane Headstock Face,Ceramic Single-Coil,648.0,241.0
"Squier Classic Vibe Starcaster, Natural, Guitarra Eléctrica",10231.5,Disponible,0374590521,"La guitarra eléctrica Squier Starcaster rompió el molde del diseño de guitarra semi-hueca con su forma de cuerpo compensado cuando se introdujo en los años 70, ofreciendo sonidos versátiles y un estilo fuera de este mundo para los jugadores más aventureros. El Classic Vibe Starcaster es un retroceso",Squier,6.0,Classic Vibe,Starcaster,Laminated Maple,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Maple,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","""C"" Shape",Fender® Wide Range Humbucking,Fender Wide Range Humbucking,885978067817.0,NO INCLUYE,HH,Tinted Gloss Urethane,,648.0,241.0
"Squier Classic Vibe '70s, Jaguar, Black, Guitarra Eléctrica",10557.0,Disponible,0374090506,"El Clásico Vibe '70s Jaguar aumenta el volumen en el estilo retro y produce un tono increíble cortesía de su doble Fender Diseñado pastillas alnico bobina simple. Las pequeñas manos apreciarán la longitud corta de la escala de 24"" y delgado, cómodo ""C"" en forma de perfil del cuello con un fácil",Squier,6.0,Classic Vibe,Jaguar,Poplar,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Indian Laurel,"24"" (610 mm)",22.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978064861.0,NO INCLUYE,SS,Tinted Gloss Urethane,,610.0,241.0
"Squier Classic Vibe '70s, Jaguar, 3-Color Sunburst, Guitarra Eléctrica",10557.0,Disponible,0374090500,"El Clásico Vibe '70s Jaguar aumenta el volumen en el estilo retro y produce un tono increíble cortesía de su doble Fender Diseñado pastillas alnico bobina simple. Las pequeñas manos apreciarán la longitud corta de la escala de 24"" y delgado, cómodo ""C"" en forma de perfil del cuello con un fácil",Squier,6.0,Classic Vibe,Jaguar,Poplar,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Indian Laurel,"24"" (610 mm)",22.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978064854.0,NO INCLUYE,SS,Tinted Gloss Urethane,,610.0,241.0
"Squier Contemporary Telecaster RH, Roasted Pearl White, Guitarra Eléctrica",10224.0,Disponible,0371225523,¡DISPONIBLE EN ABRIL 2021! La Squier® Contemporary Telecaster® RH trae características modernas y una estética atrevida a una plataforma icónica de Fender para satisfacer a los músicos más exigentes y atrevidos de hoy.  En el corazón de esta guitarra se encuentra una pastilla de puente humbucker de,Squier,6.0,Contemporary,Telecaster,Poplar,China,Gloss Polyurethane,Roasted Maple,Jumbo,Roasted Maple,"25.5"" (648 mm)",22.0,"12"" (305 mm)","""C"" Shape",Squier SQR Atomic Humbucking,Squier SQR Rail Humbucking,885978722365.0,NO INCLUYE,Rail Humbucker / Humbucker,Satin Urethane with Gloss Urethane Headstock Face,,648.0,305.0
"Squier Bullet Mustang HH, Sonic Grey, Guitarra Eléctrica",4338.0,Disponible,0371220548,"Diseñado para los instrumentistas que buscan un instrumento accesible, elegante y versátil, el Búllet. Mustang. HH es una potencia tonal que golpea por encima de su peso. Lo más destacado incluye un cuerpo delgado y ligero, un perfil de cuello en forma de ""C"" fácil de tocar y una longitud de escala",Squier,6.0,Bullet,Mustang,Poplar,Indonesia,Gloss Polyurethane,1-Piece Maple,Medium Jumbo,Indian Laurel,"24"" (610 mm)",22.0,"12"" (305 mm)","""C"" Shape",Standard Humbucking,Standard Humbucking,885978249602.0,NO INCLUYE,HH,Satin Urethane,,610.0,305.0
"Squier Bullet Mustang HH, Black, Guitarra Eléctrica",4820.0,Disponible,0371220506,"Diseñado para los instrumentistas que buscan un instrumento asequible, elegante y versátil, el Búllet. Mustang. HH es una potencia tonal que golpea por encima de su peso. Lo más destacado incluye un cuerpo delgado y ligero, un perfil de cuello en forma de ""C"" fácil de tocar y una longitud de escala",Squier,6.0,Bullet,Mustang,Poplar,Indonesia,Gloss Polyurethane,1-Piece Maple,Medium Jumbo,Indian Laurel,"24"" (610 mm)",22.0,"12"" (305 mm)","""C"" Shape",Standard Humbucking,Standard Humbucking,885978884971.0,NO INCLUYE,HH,Satin Urethane,,610.0,305.0
"Squier Bullet Stratocaster HT HSS, Laurel Fingerboard, Shell Pink, Guitarra Eléctrica",4579.0,Disponible,0371005556,"La Bullet® Strat® With Tremolo HSS es una guitarra sencilla, asequible y práctica, diseñada para guitarristas principiantes y estudiantes. El estilo clásico se combina perfectamente con las características modernas como la potente pastilla del puente de sonido grueso o las dos pastillas de bobina",Squier,6.0,Bullet,Stratocaster,Poplar,Indonesia,Gloss Polyurethane,Maple,Medium Jumbo,Indian Laurel,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Standard Single-Coil Strat,Standard Humbucking,885978249589.0,NO INCLUYE,HSS,Satin Urethane,Standard Single-Coil Strat,648.0,241.0
"Squier Contemporary Active Starcaster, Gunmetal Metallic, Guitarra Eléctrica",11850.0,Disponible,0370471568,"La Starcaster rompió el molde del diseño de guitarras semihuecas con su forma de cuerpo compensado cuando se introdujo en los años 70, ofreciendo sonidos versátiles y un estilo fuera de este mundo para los músicos más aventureros. La Squier® Contemporary Active Starcaster® es una evolución del",Squier,6.0,Contemporary,Starcaster,Laminated Maple,Indonesia,Gloss Polyurethane,Roasted Maple,Jumbo,Roasted Maple,"25.5"" (648 mm)",22.0,"12"" (305 mm)","""C"" Shape",Squier SQR Active Ceramic Humbucker,Squier SQR Active Ceramic Humbucker,885978722457.0,,HH,Satin Urethane with Gloss Urethane Headstock Contour,Squier SQR Active Ceramic Humbucker,648.0,305.0
"Squier Contemporary Jaguar HH ST, Black Pickguard, Sky Burst Metallic, Guitarra Eléctrica",10890.0,Disponible,0370350536,¡DISPONIBLE EN ABRIL DE 2021! La Squier® Contemporary Jaguar® HH ST trae características modernas y una estética atrevida a una plataforma icónica de Fender para satisfacer a los músicos más exigentes y atrevidos de hoy. En el corazón de esta guitarra hay un par de pastillas humbucking Squier SQR ™,Squier,6.0,Contemporary,Jaguar,Poplar,China,Gloss Polyurethane,Roasted Maple,Jumbo,Indian Laurel,"24"" (610 mm)",22.0,"12"" (305 mm)","""C"" Shape",Squier SQR Atomic Humbucking,Squier SQR Atomic Humbucking,885978723270.0,NO INCLUYE,HH,Satin Urethane with Gloss Urethane Headstock Face,,610.0,305.0
"Squier Mini Jazzmaster HH, Surf Green, Guitarra Eléctrica",4338.0,Disponible,0370125557,"La guitarra eléctrica Squier Mini Jazzmaster® HH es el compañero perfecto para los jugadores que buscan un instrumento de tamaño reducido con un estilo clásico y un tono familiar de Fender. Los aspectos más destacados incluyen un cuerpo delgado y liviano, un perfil de cuello en forma de ""C"" fácil de",Squier,6.0,Mini,Mini Jazzmaster,Poplar,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Maple,22.75” (578 mm),20.0,"9.5"" (241 mm)","""C"" Shape",Standard Humbucking,Standard Humbucking,885978378388.0,NO INCLUYE,HH,Satin Urethane,,578.0,241.0
